iter	RMSE
557	0.2244759046
558	0.2243935555
559	0.2240561697
560	0.2238798764
561	0.2237539593
562	0.2234941924
563	0.2232556108
564	0.2230684316
565	0.2228620619
566	0.2225600747
567	0.22225285
568	0.2221171074
569	0.2218582154
570	0.2218368888
571	0.2215896585
572	0.2213528333
573	0.2212711491
574	0.2210815486
575	0.2209601607
576	0.2208692697
577	0.2207067753
578	0.2206200663
579	0.220589785
580	0.2204417572
581	0.2203972048
582	0.2202508553
583	0.2201634758
584	0.2200895245
585	0.2198381131
586	0.2196521894
587	0.2195117983
588	0.2192104258
589	0.2191359478
590	0.2190894511
591	0.2189363585
592	0.218736357
593	0.2186169402
594	0.2185261531
595	0.2182833295
596	0.2180490086
597	0.2178697508
598	0.2176971407
599	0.2176541819
600	0.2176167347
601	0.2173954131
602	0.2173011543
603	0.2171345532
604	0.2169366252
605	0.2169093876
606	0.2168728101
607	0.2168107421
608	0.2166601366
609	0.2165266881
610	0.2163149624
611	0.2161447956
612	0.2159742844
613	0.2159169892
614	0.2158431144
615	0.21572478
616	0.2155815
617	0.215287632
618	0.2150355459
619	0.2149018606
620	0.2148573295
621	0.2146041629
622	0.2144099745
623	0.2143492393
624	0.2142606413
625	0.2140558537
626	0.2140208013
627	0.2138054017
628	0.2135848523
629	0.2135698248
630	0.2132921294
631	0.2132370842
632	0.2131490323
633	0.212898821
634	0.2126607462
635	0.212566869
636	0.2123996293
637	0.2122397479
638	0.212106331
639	0.2120562474
640	0.2119411257
641	0.211890594
642	0.2118645401
643	0.2116945057
644	0.2115144058
645	0.2113180126
646	0.2111197349
647	0.2110248273
648	0.2108708906
649	0.2107136009
650	0.2106152004
651	0.2105588394
652	0.2104630202
653	0.210418837
654	0.2103612894
655	0.2102617275
656	0.2100991566
657	0.2099931354
658	0.2098660121
659	0.2096946487
660	0.2096387437
661	0.2094269222
662	0.2093382286
663	0.2093255333
664	0.2091879935
665	0.2090196888
666	0.2089732376
667	0.2089189037
668	0.2087653126
669	0.208593587
670	0.2084412839
671	0.2082961388
672	0.2082609394
673	0.2081399902
674	0.2080101978
675	0.2079669176
676	0.2077899538
677	0.20763472
678	0.2075795978
679	0.2073991942
680	0.2073256879
681	0.2072823743
682	0.2071302022
683	0.207077712
684	0.2069847881
685	0.2069554334
686	0.2069133645
687	0.2068561586
688	0.2068293151
689	0.2066675599
690	0.2065896824
691	0.206455495
692	0.2064112284
693	0.2062405133
694	0.2061866439
695	0.2061747706
696	0.2060454093
697	0.205868213
698	0.2057334722
699	0.205632908
700	0.205528623
701	0.2054795476
702	0.2054529307
703	0.2053113895
704	0.2050554065
705	0.2049955204
706	0.2048360237
707	0.2047803816
708	0.204640702
709	0.2045277983
710	0.2042969639
711	0.2042120039
712	0.204068588
713	0.2038955071
714	0.2036539138
715	0.2035074995
716	0.2033318159
717	0.2031658353
718	0.203134456
719	0.2029614737
720	0.2029176566
721	0.2027795287
722	0.2025607982
723	0.2023931085
724	0.2023691578
725	0.2023484984
726	0.2022093097
727	0.2020098903
728	0.2019262728
729	0.2018572433
730	0.2018292453
731	0.2017057493
732	0.2014779615
733	0.2014569016
734	0.2013002018
735	0.201254634
736	0.2011154969
737	0.2011055336
738	0.2009843724
739	0.200763533
740	0.2005994122
741	0.200417248
742	0.2002673795
743	0.2001108212
744	0.1999382684
745	0.1998186889
746	0.1997812552
747	0.1997547852
748	0.1996618318
749	0.1995260382
750	0.1994810616
751	0.1993675398
752	0.1991849426
753	0.199154063
754	0.1991079485
755	0.1990237809
756	0.1988500159
757	0.1988063857
758	0.1987653779
759	0.1986545047
760	0.198620593
761	0.1985253768
762	0.1984722438
763	0.1984315062
764	0.1982656408
765	0.1980947819
766	0.1979206071
767	0.1978720544
768	0.1978314884
769	0.1977882059
770	0.1975905822
771	0.197497227
772	0.1972677795
773	0.19720095
774	0.1971346765
775	0.1970004092
776	0.1969128278
777	0.1968719486
778	0.1967841579
779	0.1967413991
780	0.1965349252
781	0.1964349074
782	0.1963454772
783	0.1962612441
784	0.1961966427
785	0.1961607545
786	0.1960562868
787	0.195925923
788	0.1958447768
789	0.1956710875
790	0.1955704957
791	0.1954559235
792	0.1954479608
793	0.1953142113
794	0.1952108457
795	0.1950757397
796	0.194915203
797	0.1947939623
798	0.1946921138
799	0.1945286011
800	0.1944916051
801	0.1942355739
802	0.1940929633
803	0.1939864533
804	0.193874334
805	0.1937131424
806	0.1935611971
807	0.1933964116
808	0.1933177911
809	0.1932832456
810	0.1932497678
811	0.1931079068
812	0.1930691368
813	0.1929410627
814	0.1928308162
815	0.1927898471
816	0.1925915419
817	0.1924902855
818	0.1924373529
819	0.1924033492
820	0.192363802
821	0.1922547463
822	0.1920906635
823	0.1920218275
824	0.1918537353
825	0.191822282
826	0.1917669233
827	0.1916703893
828	0.191636368
829	0.1914934593
830	0.1914120916
831	0.1913050959
832	0.1912861412
833	0.1911552462
834	0.1909672565
835	0.1909342896
836	0.190826669
837	0.1907008173
838	0.1906252291
839	0.1904508061
840	0.1904343517
841	0.1903040687
842	0.1902370529
843	0.1901201805
844	0.1900005827
845	0.1898717955
846	0.1897294761
847	0.1896873587
848	0.1896671374
849	0.1895941402
850	0.1894904707
851	0.1894562611
852	0.1893250762
853	0.1891216749
854	0.1889688647
855	0.1888840461
856	0.1887650241
857	0.1886750048
858	0.1886565079
859	0.1884911246
860	0.1884622301
861	0.1883412811
862	0.1883077649
863	0.1882294189
864	0.1881725263
865	0.1880941464
866	0.1879787877
867	0.1878467984
868	0.1877130365
869	0.1876241135
870	0.1875711152
871	0.1874240391
872	0.1873485335
873	0.1871896045
874	0.1871453437
875	0.187083855
876	0.186937575
877	0.1869065587
878	0.1867765703
879	0.1866940984
880	0.1865837238
881	0.1864719379
882	0.1863480025
883	0.1861887315
884	0.1861295408
885	0.1859659185
886	0.1858481241
887	0.1857900475
888	0.1857573883
889	0.1856830535
890	0.1856527262
891	0.1855289664
892	0.1855116002
893	0.1854849008
894	0.1853861718
895	0.1852784664
896	0.1851622419
897	0.1851226552
898	0.1850751505
899	0.1849610036
900	0.1848605008
901	0.1848296421
902	0.1847714486
903	0.1846455875
904	0.184460497
905	0.1844322101
906	0.184317821
907	0.1842183991
908	0.1841794602
909	0.1840996068
910	0.1840783834
911	0.1840489292
912	0.1839214327
913	0.1838883618
914	0.1837594454
915	0.1835985258
916	0.1835906481
917	0.1835123821
918	0.1833722912
919	0.1832618431
920	0.1831480745
921	0.1829690724
922	0.1828462766
923	0.1828246094
924	0.1827395114
925	0.1826435253
926	0.1825976114
927	0.1824919098
928	0.1824056086
929	0.182384093
930	0.1823174041
931	0.1821966248
932	0.1820376338
933	0.1819670656
934	0.18181919
935	0.1816627716
936	0.1815211131
937	0.1814529316
938	0.1813318647
939	0.1811824157
940	0.1811538857
941	0.1809603452
942	0.1808353096
943	0.1807703953
944	0.1806608916
945	0.1805466972
946	0.1804305141
947	0.1804269877
948	0.1803555065
949	0.1802060185
950	0.1800941809
951	0.1799791
952	0.1798333336
953	0.1797651439
954	0.1796911583
955	0.1795718725
956	0.1794740157
957	0.1794586451
958	0.1793687121
959	0.1792557349
960	0.1792424859
961	0.1791492871
962	0.1791246268
963	0.1790147803
964	0.1788786885
965	0.1787383085
966	0.1786676144
967	0.1785629089
968	0.1785355175
969	0.1784352398
970	0.1782620997
971	0.1781300775
972	0.1780697359
973	0.1780071565
974	0.177827869
975	0.1777942317
976	0.1777760048
977	0.1776172233
978	0.1775265363
979	0.1774323549
980	0.1773998115
981	0.1773830938
982	0.1772928265
983	0.1772150776
984	0.1772105832
985	0.1771273755
986	0.1769648239
987	0.1767901545
988	0.1767214347
989	0.1766003972
990	0.1764928259
991	0.176451993
992	0.1762814012
993	0.1762580535
994	0.1761629277
995	0.1760646815
996	0.1759704988
997	0.1759175909
998	0.1758589701
999	0.1757527271
